Date,High,Low,Open,Close,Volume,Adj Close,SMA_200,SMA_50
2016-10-18,29.552499771118164,29.362499237060547,29.545000076293945,29.36750030517578,98214000.0,27.67144012451172,23.975088291168213,26.157245330810547
2016-10-19,29.440000534057617,28.450000762939453,29.3125,29.280000686645508,80138400.0,27.5889892578125,23.99408588409424,26.196395683288575
2016-10-20,29.344999313354492,29.082500457763672,29.21500015258789,29.264999389648438,96503200.0,27.574853897094727,24.015340576171877,26.23907939910889
2016-10-21,29.227500915527344,29.06999969482422,29.202499389648438,29.149999618530273,92770800.0,27.466495513916016,24.040975360870362,26.279925765991212
2016-10-24,29.434999465942383,29.25,29.274999618530273,29.412500381469727,94154800.0,27.713834762573242,24.067256174087525,26.324541091918945
2016-10-25,29.59000015258789,29.327499389648438,29.487499237060547,29.5625,192516000.0,27.85517120361328,24.092425508499147,26.36585849761963
2016-10-26,28.924999237060547,28.327499389648438,28.577499389648438,28.897499084472656,264536800.0,27.228580474853516,24.1128058052063,26.395115203857422
2016-10-27,28.96500015258789,28.524999618530273,28.84749984741211,28.6200008392334,138248000.0,26.967105865478516,24.134855012893677,26.41989631652832
2016-10-28,28.802499771118164,28.362499237060547,28.467500686645508,28.43000030517578,151446800.0,26.78807830810547,24.153542375564577,26.44175636291504
2016-10-31,28.5575008392334,28.299999237060547,28.412500381469727,28.385000228881836,105677600.0,26.745677947998047,24.174785566329955,26.461449241638185
2016-11-01,28.4424991607666,27.63249969482422,28.364999771118164,27.872499465942383,175303200.0,26.262773513793945,24.194158515930177,26.4754887008667
2016-11-02,28.087499618530273,27.8075008392334,27.850000381469727,27.897499084472656,113326800.0,26.286331176757812,24.213498697280883,26.488397483825683
2016-11-03,27.864999771118164,27.387500762939453,27.7450008392334,27.457500457763672,107730400.0,26.00457763671875,24.231997585296632,26.499534339904784
2016-11-04,27.5625,27.02750015258789,27.13249969482422,27.209999084472656,123348000.0,25.77016830444336,24.243394994735716,26.50815013885498
2016-11-07,27.627500534057617,27.364999771118164,27.520000457763672,27.602500915527344,130240000.0,26.141904830932617,24.25894411087036,26.527168807983397
2016-11-08,27.93000030517578,27.424999237060547,27.577499389648438,27.764999389648438,97016800.0,26.295801162719727,24.274625778198242,26.549830703735353
2016-11-09,27.829999923706055,27.012500762939453,27.469999313354492,27.719999313354492,236705600.0,26.253185272216797,24.297703008651734,26.57550361633301
2016-11-10,27.772499084472656,26.457500457763672,27.772499084472656,26.947500228881836,228538000.0,25.521560668945312,24.316346187591552,26.5860729598999
2016-11-11,27.217500686645508,26.637500762939453,26.780000686645508,27.107500076293945,136575600.0,25.673097610473633,24.331983270645143,26.59670482635498
2016-11-14,26.952499389648438,26.020000457763672,26.927499771118164,26.427499771118164,204702000.0,25.02907943725586,24.345454111099244,26.589745063781738
2016-11-15,26.920000076293945,26.540000915527344,26.642499923706055,26.77750015258789,129058000.0,25.360559463500977,24.36284061431885,26.58955635070801
2016-11-16,27.5575008392334,26.649999618530273,26.674999237060547,27.497499465942383,235362000.0,26.04245948791504,24.381471004486084,26.599896240234376
2016-11-17,27.587499618530273,27.207500457763672,27.452499389648438,27.487499237060547,110528000.0,26.032987594604492,24.39915747642517,26.6234264755249
2016-11-18,27.635000228881836,27.415000915527344,27.43000030517578,27.514999389648438,113715600.0,26.059032440185547,24.419978246688842,26.65873748779297
2016-11-21,27.997499465942383,27.502500534057617,27.530000686645508,27.9325008392334,117058400.0,26.454442977905273,24.44162335395813,26.691073760986328
2016-11-22,28.104999542236328,27.850000381469727,27.987499237060547,27.950000762939453,103862000.0,26.47101402282715,24.463374586105346,26.711916275024414
2016-11-23,27.877500534057617,27.582500457763672,27.84000015258789,27.8075008392334,109705600.0,26.336055755615234,24.485289392471312,26.712062644958497
2016-11-25,27.967500686645508,27.737499237060547,27.782499313354492,27.947500228881836,45903600.0,26.46864891052246,24.50853084564209,26.696958236694336
2016-11-28,28.11750030517578,27.84749984741211,27.857500076293945,27.892499923706055,108776000.0,26.41655921936035,24.5311741733551,26.683874359130858
2016-11-29,28.00749969482422,27.517499923706055,27.69499969482422,27.864999771118164,114115200.0,26.390514373779297,24.550601711273192,26.676582641601563
