Date,High,Low,Open,Close,Volume,Adj Close,SMA_200,SMA_50
2016-10-18,102.25,101.12000274658203,101.98999786376953,101.79000091552734,4720900.0,84.87611389160156,79.92771942138671,84.3513786315918
2016-10-19,103.69999694824219,102.23999786376953,102.47000122070312,102.2699966430664,5905700.0,85.27633666992188,79.99284603118896,84.38483947753906
2016-10-20,102.22000122070312,100.69000244140625,101.63999938964844,101.87000274658203,4820900.0,84.94281768798828,80.070576171875,84.43110290527343
2016-10-21,101.55999755859375,100.62999725341797,101.05999755859375,101.30000305175781,5622400.0,84.46753692626953,80.15822566986084,84.44706695556641
2016-10-24,101.58000183105469,100.05999755859375,101.55999755859375,100.66000366210938,6077300.0,83.93387603759766,80.24679485321045,84.43981597900391
2016-10-25,101.66999816894531,100.5199966430664,100.75,100.7699966430664,4730700.0,84.02558135986328,80.34130535125732,84.42433227539063
2016-10-26,101.52999877929688,99.87000274658203,100.31999969482422,101.19000244140625,6353700.0,84.37580871582031,80.4320036315918,84.41832885742187
2016-10-27,101.9800033569336,99.91999816894531,101.51000213623047,99.91999816894531,9897800.0,83.31682586669922,80.52071266174316,84.3799723815918
2016-10-28,105.02999877929688,100.94999694824219,101.12000274658203,103.81999969482422,17435400.0,86.56877899169922,80.60899147033692,84.38447463989257
2016-10-31,105.45999908447266,103.77999877929688,103.81999969482422,104.75,12340800.0,87.34426879882812,80.7084043121338,84.42499923706055
2016-11-01,106.73999786376953,105.44999694824219,105.51000213623047,106.4800033569336,12755600.0,88.78679656982422,80.82373764038086,84.50071166992187
2016-11-02,106.05000305175781,104.25,105.6500015258789,105.38999938964844,8405200.0,87.8779067993164,80.94472591400147,84.56258209228515
2016-11-03,106.19000244140625,104.94999694824219,105.52999877929688,105.38999938964844,5703200.0,87.8779067993164,81.05736927032471,84.61578063964843
2016-11-04,105.48999786376953,104.37999725341797,105.25,104.77999877929688,7085400.0,87.36927032470703,81.15743106842041,84.66397659301758
2016-11-07,106.9800033569336,105.77999877929688,106.0,106.8499984741211,7333800.0,89.09532165527344,81.27680652618409,84.75619888305664
2016-11-08,108.19000244140625,106.41999816894531,106.56999969482422,107.29000091552734,8050000.0,89.46220397949219,81.38499485015869,84.84358505249024
2016-11-09,108.26000213623047,105.69000244140625,106.04000091552734,107.63999938964844,9161800.0,89.7540512084961,81.49798851013183,84.94264495849609
2016-11-10,108.5,107.23999786376953,107.54000091552734,107.79000091552734,8739500.0,89.87913513183594,81.60100494384766,85.06288436889649
2016-11-11,107.6500015258789,105.94000244140625,107.4800033569336,106.63999938964844,7939500.0,88.92020416259766,81.69700946807862,85.1701156616211
2016-11-14,106.7300033569336,105.58999633789062,106.1500015258789,106.58999633789062,7656000.0,88.87853240966797,81.79756267547607,85.26450637817383
2016-11-15,109.05999755859375,107.4000015258789,107.48999786376953,108.95999908447266,12156500.0,90.8547134399414,81.92432411193847,85.37340545654297
2016-11-16,109.0,107.73999786376953,108.19999694824219,108.3499984741211,7723700.0,91.25053405761719,82.03943832397461,85.4827163696289
2016-11-17,110.0999984741211,107.58999633789062,109.0,108.12000274658203,6638100.0,91.05683135986328,82.1528987121582,85.5674740600586
2016-11-18,109.66999816894531,108.1500015258789,108.56999969482422,109.19999694824219,6815500.0,91.96640014648438,82.27860694885254,85.71795211791992
2016-11-21,111.0,110.06999969482422,110.36000061035156,110.18000030517578,8476800.0,92.79174041748047,82.39590419769287,85.86859359741212
2016-11-22,111.0,109.30999755859375,110.79000091552734,110.62000274658203,6440500.0,93.16228485107422,82.52743057250977,86.07367431640625
2016-11-23,111.47000122070312,110.04000091552734,110.4000015258789,111.0,4472700.0,93.48230743408203,82.66007331848145,86.30199890136718
2016-11-25,111.22000122070312,110.12000274658203,110.54000091552734,111.0,3238600.0,93.48230743408203,82.79291763305665,86.51231262207031
2016-11-28,111.56999969482422,110.37999725341797,110.94999694824219,110.5,6406700.0,93.06122589111328,82.9138198852539,86.7418879699707
2016-11-29,109.72000122070312,108.4000015258789,109.0999984741211,109.33999633789062,7461900.0,92.08428955078125,83.02800037384033,86.94858947753906
2016-11-30,112.9800033569336,111.30000305175781,112.05000305175781,111.55999755859375,17301900.0,93.95392608642578,83.13724014282226,87.19835357666015
2016-12-01,114.91000366210938,112.52999877929688,112.79000091552734,113.29000091552734,11792300.0,95.41092681884766,83.26021530151367,87.44507171630859
2016-12-02,113.80999755859375,112.27999877929688,113.19999694824219,113.0,6167400.0,95.16669464111328,83.38290832519532,87.68106826782227
2016-12-05,114.4800033569336,113.02999877929688,113.38999938964844,113.25,6909800.0,95.37723541259766,83.49718242645264,87.9339500427246
2016-12-06,113.48999786376953,112.20999908447266,112.38999938964844,112.76000213623047,6033600.0,94.96455383300781,83.62535583496094,88.18591583251953
2016-12-07,114.4800033569336,112.81999969482422,113.04000091552734,114.44000244140625,6434100.0,96.37942504882812,83.75913398742676,88.46284393310548
2016-12-08,115.4000015258789,114.19999694824219,114.7300033569336,115.16999816894531,5519700.0,96.99422454833984,83.89586360931396,88.6992025756836
2016-12-09,115.98999786376953,114.97000122070312,114.98999786376953,115.80999755859375,5771600.0,97.53319549560547,84.03916656494141,88.96101654052734
2016-12-12,118.98999786376953,116.56999969482422,117.7699966430664,117.1500015258789,10044700.0,98.6617431640625,84.19182735443115,89.21788452148438
2016-12-13,118.30999755859375,116.02999877929688,117.9000015258789,117.41999816894531,8644200.0,98.88915252685547,84.33464309692383,89.48713882446289
2016-12-14,117.87999725341797,115.76000213623047,116.70999908447266,115.95999908447266,7878400.0,97.65953826904297,84.46718746185303,89.75147964477539
2016-12-15,117.38999938964844,115.36000061035156,115.62999725341797,117.05000305175781,7458300.0,98.5775146484375,84.60272945404053,90.01817001342773
2016-12-16,118.58000183105469,117.41999816894531,117.83999633789062,118.08000183105469,13752300.0,99.44499206542969,84.74097595214843,90.30304367065429
2016-12-19,118.44999694824219,117.41999816894531,118.37000274658203,117.6500015258789,5772500.0,99.08283996582031,84.86622547149658,90.57917373657227
2016-12-20,118.62999725341797,117.66999816894531,117.8499984741211,117.94999694824219,4319100.0,99.33547973632812,85.00061748504639,90.83183944702148
2016-12-21,119.0,117.86000061035156,118.33999633789062,117.91000366210938,5024600.0,99.30180358886719,85.11818428039551,91.09950714111328
2016-12-22,118.98999786376953,117.7699966430664,117.94000244140625,118.7699966430664,4992500.0,100.02608489990234,85.23480003356934,91.39650299072265
